position,angle
-1.726543664932251,-6.795259952545166
5.952895641326904,3.422703981399536
-3.405878782272339,19.515872955322266
-3.458212852478028,-38.510379791259766
-5.596692085266113,23.54254150390625
5.921488761901856,-8.44212532043457
-7.529962539672852,22.640941619873047
-1.6598762273788452,41.277099609375
-1.0046826601028442,-21.671310424804688
4.38847017288208,1.2544516324996948
0.0786033943295478,-15.182005882263184
-4.156505584716797,15.620831489562988
-5.792928695678711,-9.574228286743164
1.0779027938842771,39.69907379150391
0.194583311676979,-15.663338661193848
-1.1732628345489502,34.416259765625
-1.5236366987228394,-30.986963272094727
5.553877353668213,6.4588165283203125
-2.2493813037872314,-23.23546028137207
-2.7308969497680664,-30.821935653686523
-6.059320449829102,-4.696850299835205
4.279619693756104,2.483561515808105
3.8472418785095215,8.62369155883789
4.074357509613037,1.080924153327942
7.298450469970703,1.609762191772461
-9.162413597106934,-32.691986083984375
-3.9065325260162354,-21.29948806762696
-5.596692085266113,-23.54254150390625
2.080249786376953,21.592588424682617
-7.946464061737059,31.598180770874023
3.5665717124938965,29.164735794067383
3.690854787826538,1.913705468177796
4.691958427429199,26.37841987609864
4.1858673095703125,2.621349811553955
3.8574140071868896,31.276582717895508
6.8335957527160645,2.075026273727417
4.557714939117432,-11.41458225250244
-2.513080358505249,8.358068466186523
8.127676963806152,22.609073638916016
-7.000425338745117,17.865949630737305
2.896234035491944,-18.26026725769043
-0.8906925320625305,11.613373756408691
-1.1926534175872805,-18.56506729125977
6.653509616851807,-18.522825241088867
4.518890857696533,-37.76463317871094
7.018686771392822,-15.084013938903809
-7.769710540771484,-16.21056365966797
-3.848017692565918,39.14145660400391
7.70632266998291,7.531482696533203
-2.387560606002808,22.92721939086914
-4.7687201499938965,-26.50290870666504
7.994446277618408,-17.112972259521484
4.7610626220703125,42.64670181274414
-1.397959589958191,14.949380874633787
1.8726316690444944,-19.959571838378903
0.7895862460136414,13.730215072631836
2.2828614711761475,6.701864719390869
4.704442501068115,0.5430716872215271
-2.632007598876953,33.42707061767578
-1.4465452432632446,-25.445405960083008
6.220234394073486,-5.778932571411133
-4.597417831420898,35.11734390258789
3.8698463439941406,-35.47271728515625
3.9022374153137207,-28.71184730529785
3.208927869796753,8.944128036499023
3.3250622749328613,-13.703712463378906
0.3723945319652557,-17.91644859313965
0.9778074026107788,-3.542361259460449
-4.269582271575928,16.61875343322754
-0.6412590742111206,8.756364822387695
2.189836502075196,-14.4790678024292
5.15648078918457,5.330347061157227
6.938385963439941,-0.9710219502449036
0.5522061586380005,-18.3906364440918
-0.6858260035514832,38.07999801635742
-1.7552391290664673,-18.522157669067383
4.009853839874268,32.19573211669922
-8.660987854003906,17.112972259521484
1.74070143699646,-15.355549812316896
-1.591472864151001,-14.975984573364258
-0.6552382111549377,-15.679524421691896
-12.366329193115234,-36.03724670410156
-5.003007411956787,17.345806121826172
-0.6412590742111206,-8.756364822387695
1.298469066619873,-18.218738555908203
5.52372932434082,-24.745752334594727
-2.6150028705596924,18.347206115722656
1.05852210521698,26.00334548950196
-8.906620979309082,-16.03994369506836
-5.553676128387451,8.664134979248047
-1.0084847211837769,19.386905670166016
-1.533944010734558,-23.56539535522461
2.9789626598358154,-25.636011123657227
3.0839710235595703,-27.7455997467041
3.0704236030578613,37.44365692138672
-6.451700687408447,15.86854076385498
-6.40359354019165,-18.95423126220703
-3.869090795516968,15.45842170715332
-5.736903667449951,-11.203434944152832
6.409140110015869,-7.758944988250732
4.19661808013916,8.906744003295898
-1.3789787292480469,30.796852111816406
7.732095241546631,2.1559994220733643
-4.261279106140137,-24.559890747070312
-4.80745792388916,17.644105911254883
1.4751315116882324,12.558836936950684
-1.591472864151001,14.975984573364258
2.521811485290528,28.111602783203125
-5.858882427215576,-22.03018379211425
-4.414802074432373,-18.08344459533692
-4.7687201499938965,26.50290870666504
-6.060696125030518,30.023775100708008
-3.8080546855926514,-0.8126515746116638
-8.441815376281738,-10.834678649902344
-0.6718926429748535,10.231043815612791
0.7312601804733276,12.901822090148926
-4.552552700042725,-9.349801063537598
-2.513080358505249,-8.358068466186523
-3.895473718643189,-6.677402019500732
-3.2014153003692627,-7.413700580596924
