position,angle
-6.451700687408447,-15.86854076385498
-5.520620346069336,-35.443851470947266
-0.0129466019570827,10.04764175415039
5.736903667449951,-11.203434944152832
8.931044578552246,-16.475021362304688
-0.9778074026107788,-3.542361259460449
-5.15648078918457,5.330347061157227
4.736884117126465,33.845340728759766
3.0839710235595703,27.7455997467041
4.699138164520264,31.10880851745605
3.3335728645324707,4.513988494873047
-2.3999617099761963,-38.70318222045898
3.2820231914520264,18.347206115722656
0.2284529060125351,34.422611236572266
-1.0608551502227783,-31.634973526000977
1.3508961200714111,31.690820693969727
5.763367176055908,-11.757341384887695
-6.29870080947876,17.435956954956055
-8.127676963806152,-22.609073638916016
5.086188793182373,-10.89057445526123
2.582736253738404,-8.358068466186523
-6.771088123321533,-20.63754653930664
7.70632266998291,7.531482696533203
1.6211175918579102,-19.4477596282959
6.760654926300049,11.283121109008787
-6.760654926300049,11.283121109008787
5.081501007080078,13.288654327392578
-7.306509017944336,-4.221319675445557
-1.0742568969726562,-23.66168975830078
-1.4751315116882324,-12.558836936950684
0.8884345293045044,-38.09469223022461
-5.736903667449951,-11.203434944152832
4.322995185852051,10.984700202941896
2.387560606002808,22.92721939086914
3.3329176902771,-36.7872200012207
2.7308969497680664,-30.821935653686523
6.157749176025391,16.365978240966797
5.802175998687744,8.914926528930664
0.630046546459198,-40.4497184753418
0.8639203906059265,-4.88751220703125
1.8281091451644893,16.8583984375
-2.5612854957580566,21.600547790527344
4.269582271575928,-16.61875343322754
-3.059224843978882,-3.286102056503296
-2.6150028705596924,-18.347206115722656
6.220234394073486,5.778932571411133
6.409140110015869,7.758944988250732
-3.104165315628052,0.6902772188186646
1.2464396953582764,17.614643096923828
6.804815769195557,-5.46620512008667
-0.6412590742111206,-8.756364822387695
5.240065097808838,-26.75007438659668
-5.848424434661865,-17.428327560424805
-3.85770320892334,-3.2029924392700195
-6.305012702941895,-26.12139892578125
3.886624574661255,19.40150451660156
-3.1600146293640137,2.608794689178467
3.895473718643189,6.677402019500732
3.6135315895080566,-4.67244291305542
-3.1245810985565186,14.736564636230469
-1.3508961200714111,-31.690820693969727
0.0129466019570827,10.04764175415039
-1.0742568969726562,23.66168975830078
-4.0083489418029785,6.37006425857544
-3.69887375831604,-0.3942307829856872
-4.343724250793457,2.442415237426758
2.387560606002808,22.92721939086914
