gfx,gfy,gfz,pil0_fx,pil0_fy,pil0_fz,pil0_contact,pil1_fx,pil1_fy,pil1_fz,pil1_contact,pil2_fx,pil2_fy,pil2_fz,pil2_contact,pil3_fx,pil3_fy,pil3_fz,pil3_contact,pil4_fx,pil4_fy,pil4_fz,pil4_contact,pil5_fx,pil5_fy,pil5_fz,pil5_contact,pil6_fx,pil6_fy,pil6_fz,pil6_contact,pil7_fx,pil7_fy,pil7_fz,pil7_contact,pil8_fx,pil8_fy,pil8_fz,pil8_contact
0.8747642636299133,1.6899161338806152,7.316864013671875,0.0016062033828347,0.007109482306987,0.0075462535023689,0,-0.0128324264660477,0.0087415352463722,-0.0331362932920455,0,0.2275894731283188,0.5406088829040527,2.674718141555786,1,0.0044924984686076,0.0017229616641998,-0.003044060897082,0,0.4699006080627441,0.9097049832344056,4.030440807342529,1,0.0019657500088214,-0.0017923660343512,-0.0237588845193386,0,0.1892701685428619,0.2226973474025726,0.6138530969619751,1,-0.0102185336872935,-0.00477249128744,0.0383079759776592,0,0.0029905843548476,0.0058957720175385,0.0119365686550736,0
0.0778183490037918,-0.3040601313114166,6.151959419250488,-0.0079184360802173,0.0007185647264122,0.0171303413808345,0,0.1204675957560539,-0.0585844367742538,1.7314846515655518,1,0.0076902788132429,-0.0113392602652311,-0.0922708511352539,0,-0.0035769615788012,0.0027703675441443,-0.0189394205808639,0,0.0398440398275852,-0.1378840953111648,2.605778217315674,1,-0.0037098294124007,0.0078242756426334,-0.0154991382732987,0,0.0008424715488217,-0.0028152866289019,-0.0038689929060637,0,-0.0714540034532547,-0.086236834526062,1.9657247066497805,1,-0.0049364734441041,-0.0159739423543214,-0.0318672731518745,0
1.8267412185668943,-2.696857452392578,19.658578872680664,0.012810087762773,-0.0073701213113963,0.1141445711255073,0,1.2867605686187744,-1.0986309051513672,9.303190231323242,1,0.0064059249125421,-0.0170734282582998,-0.0106062246486544,0,0.0137044293805956,0.01197708863765,-0.0091198002919554,0,0.4018699526786804,-1.2716710567474363,6.426957130432129,1,0.0269718244671821,0.0058249896392226,0.0390147939324379,0,0.0011677537113428,0.0062939594499766,0.0147627154365181,0,0.0360343977808952,-0.3625471889972687,3.786168336868286,1,0.0410163290798664,0.0363391302525997,-0.0059341248124837,0
0.5695883631706238,0.1849500089883804,9.545884132385254,0.4470618665218353,-0.2702979445457458,1.6319295167922974,1,-0.1521753072738647,0.1365024149417877,0.1040145084261894,0,-0.0001610786130186,0.0083823055028915,-0.0005893958732485,0,0.05655113235116,-0.0707398131489753,0.1382228285074234,0,0.220993623137474,0.2830709218978882,2.927712917327881,1,0.0030972061213105,0.0052568865939974,-0.0170550178736448,0,-0.0052415402606129,0.1298350840806961,-0.0440250411629676,0,-0.0025169905275106,-0.0681385770440101,4.83281135559082,1,0.0019794795662164,0.0310787372291088,-0.0271374955773353,0
-0.3381363153457641,-0.0218866467475891,16.07706642150879,0.0310610141605138,-0.0140868611633777,-0.0060453917831182,0,1.1598453521728516,1.6370347738265991,7.430065631866455,1,-0.0001458436454413,-0.0218258090317249,0.2473167032003402,0,-0.0099127069115638,0.0097825424745678,-0.0204903464764356,0,0.6927809119224548,-1.7758649587631226,4.120264053344727,1,0.0174924731254577,0.0149621851742267,0.0223915055394172,0,0.0041150264441967,-0.0813868045806884,0.0212138295173645,0,0.0522957295179367,-0.4887879490852356,0.8784056305885315,1,-2.28566837310791,0.6982861757278442,3.3839447498321533,1
-1.412601113319397,2.3427889347076416,17.24628257751465,1.1356875896453855,0.5722227692604065,2.9230711460113525,1,-1.5495480298995972,1.7386761903762815,1.3637298345565796,1,-0.0239335224032402,0.0131048411130905,-0.0206198096275329,0,1.5162780284881592,-0.2698429822921753,2.4599125385284424,1,-1.194395899772644,0.1189588829874992,6.966781139373779,1,0.0018214384326711,-0.0005471101030707,0.0161419808864593,0,0.5200634002685547,0.1717828512191772,0.2443811744451522,0,-1.7696568965911863,-0.0348591394722461,3.3320212364196777,1,-0.0489171966910362,0.0332925952970981,-0.0391362458467483,0
-4.4368977546691895,-4.286439895629883,17.295143127441406,-0.0225047580897808,-0.0203712806105613,-0.0722007751464843,0,1.1741660833358765,-0.714556097984314,3.0686960220336914,1,-1.8611911535263064,0.6289780139923096,2.6241209506988525,1,-0.0017464185366407,-0.0043950150720775,0.0028160838410258,0,0.8285070657730103,-0.5708509087562561,2.326391696929932,1,-0.8879119753837585,0.2509572505950928,3.064133882522583,1,0.0028715801890939,-0.070021279156208,0.0222623571753501,0,0.2419823408126831,-0.3419648110866546,0.9164036512374878,1,-3.9110705852508554,-3.444215774536133,5.342519760131836,1
-1.0265240669250488,-0.9704564809799194,8.952032089233398,-0.0619893334805965,-0.0082853203639388,0.0183421354740858,0,0.2659699916839599,-0.1678967475891113,0.0589081496000289,0,-1.0223785638809204,0.5085565447807312,2.7451164722442627,1,-0.0145599087700247,0.0124016292393207,0.0060323532670736,0,0.462971568107605,-0.201701283454895,0.5719823241233826,1,-1.181151032447815,-0.2818246483802795,2.4272401332855225,1,0.0005607769708149,-0.1955103874206543,-0.0474470369517803,0,1.1937791109085083,-0.5754333138465881,2.4643213748931885,1,-0.6697266697883606,-0.060762982815504,0.7075363397598267,1
1.2784816026687622,-1.2904176712036133,17.203462600708008,0.8489570617675781,-0.1113779842853546,0.5855604410171509,1,-1.4174994230270386,-0.7737301588058472,6.135996341705322,1,-0.0014404912944883,-0.0161492303013801,-0.0358677841722965,0,1.6065642833709717,-0.0507406741380691,0.4533382952213287,0,-0.2757726609706878,-0.2416013479232788,3.13120436668396,1,0.0137322852388024,0.005601065699011,-0.0478842966258525,0,1.2425090074539185,-0.1070381999015808,0.8845702409744263,1,-0.7362847924232483,-0.0037800003774464,6.068984508514404,1,-0.0022839410230517,0.0083989324048161,0.0275618247687816,0
0.4052265584468841,-0.1783148646354675,6.839072227478027,0.0092026395723223,-0.0106761353090405,-0.0027073759119957,0,-0.1066215932369232,0.0017574755474925,0.0261041913181543,0,-0.3671444058418274,0.3392489850521087,2.74702525138855,1,-0.001494140480645,0.0028333386871963,0.0110964486375451,0,0.1746968179941177,-0.0662048906087875,0.2570759952068329,0,-0.2991422712802887,-0.1199715211987495,0.893963098526001,1,0.0051785297691822,0.0067990538664162,-0.0327119268476963,0,0.9313569068908693,-0.2608467936515808,2.900742053985596,1,0.059194128960371,-0.0712543949484825,0.0384847521781921,0
